id,num_items,capacidad,num_variables_qubo,optimo,valor_total,peso,factible,coincide,ratio_optimo,brecha_optimo,exceso_peso,prob_optimo,ratio_optimo_medio,tiempo_total,t_solver,t_cuantico,t_clasico,pct_tiempo_solver_sobre_total,pct_tiempo_cuantico_sobre_solver,pct_tiempo_clasico_sobre_solver,tiempo_medio_iter,tiempo_por_eval,total_evals,num_factibles_qaoa,prob_optimo_muestras,prob_optimo_starts,tasa_factibilidad,ratio_medio_factibles,valor_medio_start,std_valor_start,tiempo_medio_start,total_muestras,starts,reads_por_start,muestras_esperadas,metodo,warmstart,epsilon_warmstart
17,3,3,5,6,6,3,True,True,1.0,0,0,0.9,0.9666666666666668,396.135483399994,396.13321210001595,386.50500690031913,9.628205199696822,0.9999942663556455,0.9756945267258583,0.024305473274141648,0.1279271595600061,0.15782199685259599,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
19,3,5,6,8,8,5,True,True,1.0,0,0,1.0,1.0,914.5034653000184,914.5011093999783,904.1897296000097,10.311379799968563,0.9999974238478808,0.9887245847009042,0.011275415299095762,0.2905527219599811,0.36434307147409495,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
20,4,6,7,11,11,6,True,True,1.0,0,0,0.8,0.9818181818181818,1813.266940100002,1813.2644532000413,1801.135144399741,12.12930880030035,0.9999986284975997,0.9933107888488661,0.006689211151133856,0.5775278886800049,0.7224161168127655,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
1,2,3,4,5,5,3,True,True,1.0,0,0,1.0,1.0,219.53001349998522,219.52801250002813,209.26195910028764,10.266053399740485,0.9999908850734112,0.9532357930870478,0.04676420691295226,0.07037242799998494,0.0874613595617642,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
2,2,4,5,7,7,4,True,True,1.0,0,0,0.9,0.9571428571428571,500.0672649999906,500.0650893000129,490.80628090005484,9.25880839995807,0.9999956491853598,0.9814847934837473,0.018515206516252665,0.16079335812000792,0.19922911924303302,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
3,3,4,6,10,10,4,True,True,1.0,0,0,0.8,0.96,972.9226916999905,972.9203678000194,962.8735392001399,10.046828599879518,0.9999976114238152,0.9896735345128014,0.010326465487198651,0.3111426902000094,0.38761767641435035,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
4,3,3,5,5,5,3,True,True,1.0,0,0,1.0,1.0,429.2395761999942,429.2373010000447,420.01404959955835,9.223251400486333,0.9999946994637129,0.9785124652983377,0.021487534701662318,0.13756695740000577,0.1710108768924481,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
5,3,5,6,22,22,5,True,True,1.0,0,0,0.9,0.9818181818181818,1004.1586386999988,1004.1562240999483,994.0308182998269,10.12540580012137,0.9999975953998128,0.9899165034711636,0.010083496528836475,0.32028516387998823,0.40006224067727025,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
6,3,5,6,13,13,5,True,True,1.0,0,0,1.0,1.0,1029.6521676000266,1029.6498156000162,1019.5120161006053,10.137799499410903,0.9999977157334443,0.9901541287670671,0.009845871232932938,0.32770343215997566,0.4102190500398471,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
7,3,4,6,8,8,3,True,True,1.0,0,0,0.9,0.9875,990.1675775999902,990.1652086999966,980.0106552995276,10.154553400469013,0.9999976075766899,0.9897445867505271,0.010255413249472867,0.3169717992400285,0.3944881309561739,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
10,3,5,6,9,9,5,True,True,1.0,0,0,0.8,0.9333333333333332,1018.0196179999912,1018.0172779999848,1007.9643323001801,10.052945699804695,0.9999977014195356,0.9901249753643132,0.009875024635686827,0.32573204219999025,0.4055845729083605,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
11,4,4,7,6,6,4,True,True,1.0,0,0,0.9,0.9666666666666666,1955.175185,1955.1726504000253,1943.6760286002827,11.49662179974257,0.9999987036455893,0.9941198943237108,0.0058801056762891905,0.6262639040000154,0.7789532471713249,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
12,3,7,6,12,12,7,True,True,1.0,0,0,0.8,0.9666666666666668,1082.6936238000053,1082.6912185000256,1072.713386499643,9.977832000382477,0.999997778411245,0.9907842311548385,0.009215768845161499,0.34701508536000036,0.4313510830677393,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
13,4,5,7,7,7,5,True,True,1.0,0,0,1.0,1.0,2093.2365414000233,2093.2339531999605,2081.6960560998996,11.537897100060945,0.9999987635415245,0.9944880040368049,0.005511995963195024,0.6686264868800063,0.8339577502788688,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
14,2,3,4,6,6,3,True,True,1.0,0,0,1.0,1.0,255.03448040000512,255.03214790002676,244.8786282998335,10.153519600193249,0.9999908541779343,0.960187295273169,0.03981270472683097,0.08182724335999228,0.10160643342630549,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
15,3,5,6,10,10,5,True,True,1.0,0,0,0.8,0.96,1057.3467117999971,1057.3443592000694,1047.3092287993932,10.03513040067628,0.9999977749966955,0.9905091181379467,0.009490881862053274,0.3389028319199919,0.42125273274903163,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
17,3,3,5,6,6,3,True,True,1.0,0,0,1.0,1.0,423.3209924999974,423.3187090999854,414.0912464002031,9.227462699782336,0.99999460598446,0.9782020909980549,0.021797909001945063,0.13443193016001023,0.1686528721513886,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
19,3,5,6,8,8,5,True,True,1.0,0,0,1.0,1.0,1026.7649026,1026.7625311999873,1016.7670042001118,9.995526999875437,0.9999976904157839,0.9902650060786757,0.00973499392132431,0.326641953399987,0.40906873752987544,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
20,4,6,7,11,11,6,True,True,1.0,0,0,0.9,0.9727272727272727,2137.4622999999847,2137.4597420000355,2125.918701800081,11.541040199954296,0.99999880325377,0.9946005812539163,0.005399418746083735,0.6835617376800044,0.8515775864541975,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
1,2,3,4,5,5,3,True,True,1.0,0,0,N/A,N/A,0.015310100017813966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.41,1.0,1.0,0.662,5,0.0,0.0013234899961389601,100,10,10,100,sa,N/A,N/A
2,2,4,5,7,7,4,True,True,1.0,0,0,N/A,N/A,0.01655390000087209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.36,1.0,1.0,0.6342857142857142,7,0.0,0.0014404699933947996,100,10,10,100,sa,N/A,N/A
3,3,4,6,10,10,4,True,True,1.0,0,0,N/A,N/A,0.018522599973948672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.27,1.0,1.0,0.718,10,0.0,0.0016202000086195766,100,10,10,100,sa,N/A,N/A
4,3,3,5,5,5,3,True,True,1.0,0,0,N/A,N/A,0.016317400004481897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.7,1.0,1.0,0.834,5,0.0,0.0014317799999844284,100,10,10,100,sa,N/A,N/A
5,3,5,6,22,22,5,True,True,1.0,0,0,N/A,N/A,0.018313799984753132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.28,0.9,0.98,0.7012987012987013,21.6,1.2,0.0016002200020011515,100,10,10,100,sa,N/A,N/A
6,3,5,6,13,13,5,True,True,1.0,0,0,N/A,N/A,0.019006599992280826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.32,0.9,0.96,0.6330128205128205,12.6,1.2,0.001664450002135709,100,10,10,100,sa,N/A,N/A
7,3,4,6,8,8,3,True,True,1.0,0,0,N/A,N/A,0.018957399995997548,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.32,1.0,0.92,0.7078804347826086,8,0.0,0.0016666899988194927,100,10,10,100,sa,N/A,N/A
10,3,5,6,9,9,5,True,True,1.0,0,0,N/A,N/A,0.018538999982411042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.26,1.0,0.97,0.5967926689576174,9,0.0,0.001626669999677688,100,10,10,100,sa,N/A,N/A
11,4,4,7,6,6,4,True,True,1.0,0,0,N/A,N/A,0.020747899980051443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.39,1.0,1.0,0.7583333333333333,6,0.0,0.0018206200009444728,100,10,10,100,sa,N/A,N/A
12,3,7,6,12,12,7,True,True,1.0,0,0,N/A,N/A,0.018154999997932464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.25,1.0,0.96,0.6805555555555556,12,0.0,0.0015920999983791261,100,10,10,100,sa,N/A,N/A
13,4,5,7,7,7,5,True,True,1.0,0,0,N/A,N/A,0.020540700003039092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.34,1.0,1.0,0.7042857142857143,7,0.0,0.0017954799986910075,100,10,10,100,sa,N/A,N/A
14,2,3,4,6,6,3,True,True,1.0,0,0,N/A,N/A,0.01384549998329021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.47,1.0,0.86,0.5465116279069767,6,0.0,0.0012153899966506287,100,10,10,100,sa,N/A,N/A
15,3,5,6,10,10,5,True,True,1.0,0,0,N/A,N/A,0.01849049999145791,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21,0.9,0.98,0.6551020408163265,9.9,0.3,0.001624870000523515,100,10,10,100,sa,N/A,N/A
17,3,3,5,6,6,3,True,True,1.0,0,0,N/A,N/A,0.016220199991948903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.72,1.0,1.0,0.85,6,0.0,0.0014255399990361183,100,10,10,100,sa,N/A,N/A
19,3,5,6,8,8,5,True,True,1.0,0,0,N/A,N/A,0.018364099989412352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.47,1.0,1.0,0.6125,8,0.0,0.0016154699958860874,100,10,10,100,sa,N/A,N/A
20,4,6,7,11,11,6,True,True,1.0,0,0,N/A,N/A,0.0203380000020843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.34,1.0,0.98,0.7003710575139146,11,0.0,0.0017821800080128013,100,10,10,100,sa,N/A,N/A
1,2,3,4,5,5,3,True,True,1.0,0,0,1.0,1.0,193.9661334999837,193.9641086999618,182.96648510056548,10.99762359939632,0.9999895610641644,0.9433007288146887,0.056699271185311234,0.0626138637600001,0.07727653733066207,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
2,2,4,5,7,7,4,True,True,1.0,0,0,1.0,1.0,449.017483899981,449.0153113999986,439.4671350000717,9.548176399926888,0.9999951616583757,0.9787352988695278,0.021264701130472224,0.14373255428001286,0.17889056231075642,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
3,3,4,6,10,10,4,True,True,1.0,0,0,0.9,0.9800000000000001,884.8301524000126,884.8277843999967,874.4205291002872,10.407255299709504,0.9999973237801522,0.988238100698017,0.011761899301983021,0.28269851016001774,0.35252102964143295,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
4,3,3,5,5,5,3,True,True,1.0,0,0,1.0,1.0,395.30005150000216,395.29775450000307,385.6991221001954,9.598632399807684,0.999994189224134,0.9757179688208737,0.02428203117912629,0.127551721680013,0.15748914521912472,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
5,3,5,6,22,22,5,True,True,1.0,0,0,0.9,0.9818181818181818,893.4390451000072,893.4367247999471,883.0731047003646,10.363620099582477,0.9999974029565052,0.9884002752384026,0.011599724761597454,0.2825297181599657,0.3559508863744809,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
6,3,5,6,13,13,5,True,True,1.0,0,0,1.0,1.0,989.1870171999908,989.184638799954,978.895679000183,10.288959799770964,0.9999975956012407,0.9895985447041988,0.010401455295801186,0.3172284526400268,0.39409746565735215,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
7,3,4,6,8,8,3,True,True,1.0,0,0,0.7,0.9625,894.8701828000194,894.8678401999932,884.582879399677,10.284960800316185,0.9999973821900973,0.9885067265373872,0.011493273462612768,0.285387063879997,0.35652105187250727,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
10,3,5,6,9,9,5,True,True,1.0,0,0,0.7,0.9,920.9198576000053,920.9174674000824,910.7318029002054,10.18566449987702,0.9999974045516521,0.988939655440967,0.011060344559033075,0.2937031239199685,0.3668993894024233,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
11,4,4,7,6,6,4,True,True,1.0,0,0,0.8,0.9666666666666668,1711.0911602000124,1711.0886718999827,1699.4072247000295,11.681447199953254,0.9999985457817283,0.9931730906809276,0.006826909319072427,0.5488425136399921,0.6817086342231007,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
12,3,7,6,12,12,7,True,True,1.0,0,0,0.9,0.9833333333333334,984.2427983999951,984.240420999995,973.9861294003204,10.254291599674616,0.9999975845390955,0.9895815175023434,0.010418482497656605,0.3143857666000258,0.3921276577689223,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
13,4,5,7,7,7,5,True,True,1.0,0,0,0.9,0.9857142857142858,1867.761692799977,1867.7592088999227,1856.336521700432,11.42268719949061,0.9999986701193927,0.9938842827570806,0.006115717242919322,0.5971423265199876,0.7441271748605269,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
14,2,3,4,6,6,3,True,True,1.0,0,0,1.0,1.0,223.85908899997594,223.85690230003092,212.99563850119011,10.86126379884081,0.9999902318018232,0.9514812199791648,0.048518780020835255,0.07156561911997851,0.08918601685260197,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
15,3,5,6,10,10,5,True,True,1.0,0,0,0.8,0.9600000000000002,963.5239715999924,963.5216131000197,953.1985655999742,10.323047500045504,0.9999975522145352,0.9892861277217931,0.010713872278206908,0.3080026483599562,0.38387315262948996,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
17,3,3,5,6,6,3,True,True,1.0,0,0,1.0,1.0,395.2159219000023,395.21367549995193,385.68852919875644,9.525146301195491,0.9999943160183438,0.9758987431567341,0.024101256843265913,0.12664440332003868,0.15745564760954261,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
19,3,5,6,8,8,5,True,True,1.0,0,0,0.9,0.9625,946.512051000027,946.5096511000884,936.2164371008985,10.293213999189902,0.9999974644803137,0.9891250828903577,0.010874917109642286,0.3011204304000363,0.3770954785259316,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
20,4,6,7,11,11,6,True,True,1.0,0,0,1.0,1.0,1805.5044625999872,1805.501933399879,1793.8037377002183,11.698195699660573,0.9999985991726076,0.9935208068829746,0.006479193117025414,0.5703344557600096,0.7193234794421828,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
1,2,3,4,5,5,3,True,True,1.0,0,0,1.0,1.0,228.92243879998568,228.92039239994483,218.84543290029978,10.074959499645047,0.9999910607275915,0.955989244147183,0.044010755852817045,0.07358903260002844,0.0912033435856354,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
2,2,4,5,7,7,4,True,True,1.0,0,0,1.0,1.0,503.30924199998844,503.30702259985264,493.90666759974556,9.400355000107083,0.9999955903846968,0.9813228217012567,0.018677178298743324,0.1607760496799834,0.20052072613539945,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
3,3,4,6,10,10,4,True,True,1.0,0,0,1.0,1.0,1009.6263459000038,1009.6239967000438,999.1121818012907,10.511814898753073,0.9999976731986348,0.9895883864358306,0.010411613564169376,0.32396019788002595,0.4022406361354756,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
4,3,3,5,5,5,3,True,True,1.0,0,0,1.0,1.0,436.1345584000228,436.1322408001288,426.68152689904673,9.450713901082054,0.999994686043907,0.9783306231070105,0.021669376892989523,0.13916287775998934,0.17375786486060907,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
5,3,5,6,22,22,5,True,True,1.0,0,0,0.8,0.9636363636363636,1038.410119600012,1038.4076985001448,1028.1035968012875,10.304101698857266,0.9999976684550531,0.9900770172315361,0.00992298276846397,0.3311938345200382,0.4137082464144003,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
6,3,5,6,13,13,5,True,True,1.0,0,0,0.7,0.9076923076923077,1093.9305804999894,1093.9281368000084,1083.5301404990605,10.397996300947852,0.9999977661288343,0.9904948086157064,0.009505191384293657,0.3501751062799478,0.4358279429482105,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
7,3,4,6,8,8,3,True,True,1.0,0,0,0.9,0.9375,1017.3311039999826,1017.3287320000236,1007.0157886003144,10.312943399709184,0.9999976684090857,0.9898627227607792,0.010137277239220787,0.32525882560003083,0.4053102517928381,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
10,3,5,6,9,9,5,True,True,1.0,0,0,0.9,0.9666666666666668,1068.838554899965,1068.836128499941,1058.6270954998326,10.20903300010832,0.9999977298722872,0.9904484581612747,0.009551541838725265,0.34324048828002995,0.42583112689240676,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
11,4,4,7,6,6,4,True,True,1.0,0,0,1.0,1.0,2012.6336298999959,2012.6310471000033,2000.9977572993375,11.633289800665807,0.9999987167063323,0.9942198597117796,0.005780140288220334,0.644679662239994,0.8018450386852602,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
12,3,7,6,12,12,7,True,True,1.0,0,0,0.8,0.9666666666666668,1100.8132328999927,1100.8108082999825,1090.552792300121,10.258015999861527,0.9999977974465261,0.9906813996351441,0.009318600364855894,0.35119103432002013,0.4385700431474034,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
13,4,5,7,7,7,5,True,True,1.0,0,0,0.9,0.9857142857142858,2136.50602900004,2136.5034265998984,2124.965522198763,11.537904401135165,0.999998781936439,0.9945996321571564,0.005400367842843559,0.6801376580800162,0.8511965843027484,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
14,2,3,4,6,6,3,True,True,1.0,0,0,1.0,1.0,256.89994710002793,256.8977320001577,246.80886870040558,10.08886329975212,0.9999913775775541,0.9607280951014938,0.039271904898506176,0.08193287416000385,0.10234969402396721,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
15,3,5,6,10,10,5,True,True,1.0,0,0,0.9,0.99,1061.07565959997,1061.073299999931,1050.8639646992087,10.20933530072216,0.9999977762188607,0.990378294034236,0.009621705965763934,0.3382078874800121,0.422738366533837,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
17,3,3,5,6,6,3,True,True,1.0,0,0,1.0,1.0,460.24270589998923,460.2404404000263,450.8863349009771,9.354105499049183,0.9999950775972462,0.9796756115327048,0.020324388467295253,0.1479800887600286,0.18336272525897462,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
19,3,5,6,8,8,5,True,True,1.0,0,0,0.8,0.925,1076.6847212000284,1076.682273500017,1066.3497823007638,10.332491199253127,0.9999977266325384,0.9904033980557098,0.009596601944290267,0.34407094344003125,0.42895708107570396,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
20,4,6,7,11,11,6,True,True,1.0,0,0,1.0,1.0,2154.7392676000018,2154.7366825001664,2143.0006906007184,11.735991899447981,0.9999988002725554,0.9945533985684828,0.0054466014315171785,0.6846732763199601,0.8584608296813412,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
1,2,3,4,5,5,3,True,True,1.0,0,0,N/A,N/A,0.015088899992406368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.4,0.9,1.0,0.646,4.8,0.6,0.001308590016560629,100,10,10,100,sa,N/A,N/A
2,2,4,5,7,7,4,True,True,1.0,0,0,N/A,N/A,0.01603709999471903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.44,1.0,1.0,0.6685714285714286,7,0.0,0.0013940599979832768,100,10,10,100,sa,N/A,N/A
3,3,4,6,10,10,4,True,True,1.0,0,0,N/A,N/A,0.018649300036486238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.34,0.9,0.99,0.7090909090909091,9.8,0.6,0.001634950004518032,100,10,10,100,sa,N/A,N/A
4,3,3,5,5,5,3,True,True,1.0,0,0,N/A,N/A,0.01650640001753345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.64,1.0,1.0,0.872,5,0.0,0.0014488100132439286,100,10,10,100,sa,N/A,N/A
5,3,5,6,22,22,5,True,True,1.0,0,0,N/A,N/A,0.01849320001201704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.18,0.9,1.0,0.61,21.4,1.8,0.0016190000053029508,100,10,10,100,sa,N/A,N/A
6,3,5,6,13,13,5,True,True,1.0,0,0,N/A,N/A,0.019406499981414527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.22,1.0,0.98,0.5282574568288854,13,0.0,0.0017088700085878372,100,10,10,100,sa,N/A,N/A
7,3,4,6,8,8,3,True,True,1.0,0,0,N/A,N/A,0.019726699974853545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.3,1.0,0.97,0.7061855670103093,8,0.0,0.001740600005723536,100,10,10,100,sa,N/A,N/A
10,3,5,6,9,9,5,True,True,1.0,0,0,N/A,N/A,0.021183600008953363,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.23,1.0,0.96,0.5520833333333334,9,0.0,0.0017965700128115714,100,10,10,100,sa,N/A,N/A
11,4,4,7,6,6,4,True,True,1.0,0,0,N/A,N/A,0.02273949998198077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.35,1.0,1.0,0.7183333333333334,6,0.0,0.001962829998228699,100,10,10,100,sa,N/A,N/A
12,3,7,6,12,12,7,True,True,1.0,0,0,N/A,N/A,0.020138700027018785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.17,0.9,0.92,0.6440217391304348,11.8,0.6,0.00175756998360157,100,10,10,100,sa,N/A,N/A
13,4,5,7,7,7,5,True,True,1.0,0,0,N/A,N/A,0.022671100043226033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.29,1.0,1.0,0.7285714285714285,7,0.0,0.001976769999600947,100,10,10,100,sa,N/A,N/A
14,2,3,4,6,6,3,True,True,1.0,0,0,N/A,N/A,0.015286799985915422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.43,1.0,0.82,0.524390243902439,6,0.0,0.0013398399983998387,100,10,10,100,sa,N/A,N/A
15,3,5,6,10,10,5,True,True,1.0,0,0,N/A,N/A,0.02055560000007972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.27,1.0,0.98,0.6561224489795918,10,0.0,0.0017844699963461609,100,10,10,100,sa,N/A,N/A
17,3,3,5,6,6,3,True,True,1.0,0,0,N/A,N/A,0.017742800002451986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.65,1.0,1.0,0.8166666666666667,6,0.0,0.0015501099929679184,100,10,10,100,sa,N/A,N/A
19,3,5,6,8,8,5,True,True,1.0,0,0,N/A,N/A,0.018771499977447093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.48,1.0,1.0,0.67,8,0.0,0.001649770000949502,100,10,10,100,sa,N/A,N/A
20,4,6,7,11,11,6,True,True,1.0,0,0,N/A,N/A,0.020560700038913637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.24,1.0,0.98,0.6641929499072357,11,0.0,0.0017976600036490708,100,10,10,100,sa,N/A,N/A
1,2,3,4,5,5,3,True,True,1.0,0,0,1.0,1.0,187.89903840003535,187.89703240001108,177.41845179884695,10.47858060116414,0.9999893240538038,0.9442323251872523,0.05576767481274772,0.06016127331997268,0.07485937545817174,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
2,2,4,5,7,7,4,True,True,1.0,0,0,0.9,0.9571428571428571,440.3331107000122,440.3308958999114,431.0014571993961,9.329438700515311,0.9999949701713385,0.9788126638685015,0.021187336131498532,0.14013221932002343,0.17543063581669777,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
