id,num_items,capacidad,num_variables_qubo,optimo,metodo,valor_total,peso,factible,ratio_optimo,tiempo_total,prob_optimo_starts,prob_optimo_muestras,tasa_factibilidad,ratio_medio_factibles,starts,total_muestras,t_cuantico,t_clasico,tiempo_por_eval,total_evals,warmstart,epsilon_warmstart,sqa_beta,sqa_gamma,sqa_trotter,sqa_num_sweeps
401,4,9,8,21,qaoa_warmstart,21,9,True,1.0,4654.052303900011,0.6,N/A,1.0,0.9523809523809523,10,N/A,4640.4769292014535,13.57274759846041,1.854202713784822,2510,True,0.25,N/A,N/A,N/A,N/A
402,4,8,8,21,qaoa_warmstart,21,8,True,1.0,4622.236305100028,0.2,N/A,1.0,0.9190476190476191,10,N/A,4608.268268599699,13.965099600318354,1.8415268188047704,2510,True,0.25,N/A,N/A,N/A,N/A
403,4,7,7,20,qaoa_warmstart,20,7,True,1.0,2002.78692709998,0.8,N/A,1.0,0.95,10,N/A,1991.0363359001349,11.747803299862426,0.7979216173705154,2510,True,0.25,N/A,N/A,N/A,N/A
404,4,8,8,21,qaoa_warmstart,21,8,True,1.0,4520.71051200002,0.6,N/A,1.0,0.9285714285714285,10,N/A,4506.823103801289,13.884694798733108,1.8010784844621603,2510,True,0.25,N/A,N/A,N/A,N/A
201,2,5,5,9,qaoa,9,5,True,1.0,491.6065075999941,1.0,N/A,1.0,1.0,10,N/A,482.35883609979646,9.245559400180355,0.19585809952190306,2510,N/A,N/A,N/A,N/A,N/A,N/A
202,2,6,5,11,qaoa,11,6,True,1.0,430.25194569997257,1.0,N/A,1.0,1.0,10,N/A,421.18926619988633,9.06048610014841,0.17141396262951053,2510,N/A,N/A,N/A,N/A,N/A,N/A
203,2,5,5,8,qaoa,8,5,True,1.0,463.8197082999977,0.9,N/A,1.0,0.9375,10,N/A,454.7934107997571,9.02412830031244,0.1847875337052183,2510,N/A,N/A,N/A,N/A,N/A,N/A
204,2,4,5,6,qaoa,6,4,True,1.0,530.8680429999949,0.9,N/A,1.0,0.9,10,N/A,521.920497700863,8.945342699065804,0.21150008087648,2510,N/A,N/A,N/A,N/A,N/A,N/A
301,3,5,6,9,qaoa,9,5,True,1.0,1002.2282114999834,0.7,N/A,1.0,0.9666666666666666,10,N/A,992.4108184015495,9.815054598555434,0.3992929080876882,2510,N/A,N/A,N/A,N/A,N/A,N/A
302,3,5,6,9,qaoa,9,5,True,1.0,951.8401599000208,0.9,N/A,1.0,0.9888888888888889,10,N/A,941.8739724993357,9.963858700706623,0.3792179467729098,2510,N/A,N/A,N/A,N/A,N/A,N/A
303,3,5,6,11,qaoa,11,5,True,1.0,1067.2345575000509,0.8,N/A,1.0,0.9818181818181818,10,N/A,1057.3379718002398,9.894137299794238,0.4251917978486165,2510,N/A,N/A,N/A,N/A,N/A,N/A
304,3,4,6,7,qaoa,7,4,True,1.0,942.8696159000392,0.8,N/A,1.0,0.9714285714285715,10,N/A,933.0096579995006,9.857633500534575,0.37564416219124597,2510,N/A,N/A,N/A,N/A,N/A,N/A
401,4,9,8,21,qaoa,21,9,True,1.0,5939.926768900012,0.9,N/A,1.0,0.980952380952381,10,N/A,5925.571120799927,14.352867600275204,2.3665032786056512,2510,N/A,N/A,N/A,N/A,N/A,N/A
402,4,8,8,21,qaoa,21,8,True,1.0,5874.789062099997,0.5,N/A,1.0,0.938095238095238,10,N/A,5860.493045200943,14.293213099008426,2.340552009681246,2510,N/A,N/A,N/A,N/A,N/A,N/A
403,4,7,7,20,qaoa,20,7,True,1.0,2275.4158604000113,0.8,N/A,1.0,0.9649999999999999,10,N/A,2263.7564358992386,11.656821500859223,0.9065388333068166,2510,N/A,N/A,N/A,N/A,N/A,N/A
404,4,8,8,21,qaoa,21,8,True,1.0,5707.773463799967,0.5,N/A,1.0,0.9476190476190478,10,N/A,5693.446337699774,14.324367400142364,2.2740119056573485,2510,N/A,N/A,N/A,N/A,N/A,N/A
201,2,5,5,9,sa,9,5,True,1.0,0.01740160002373159,1.0,0.41,1.0,0.6044444444444445,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,2,6,5,11,sa,11,6,True,1.0,0.016005299985408783,1.0,0.47,1.0,0.73,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,2,5,5,8,sa,8,5,True,1.0,0.016205399995669723,1.0,0.29,1.0,0.43625,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,2,4,5,6,sa,6,4,True,1.0,0.015733699954580516,1.0,0.56,0.96,0.5833333333333334,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301,3,5,6,9,sa,9,5,True,1.0,0.018224600004032254,0.9,0.2,1.0,0.5966666666666667,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
302,3,5,6,9,sa,9,5,True,1.0,0.018713600002229214,1.0,0.26,1.0,0.7022222222222222,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,3,5,6,11,sa,11,5,True,1.0,0.019652799994219095,1.0,0.35,1.0,0.6654545454545454,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,3,4,6,7,sa,7,4,True,1.0,0.018817199976183474,0.9,0.23,0.99,0.7359307359307359,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4,9,8,21,sa,21,9,True,1.0,0.022479800041764975,0.6,0.07,0.99,0.5892255892255892,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4,8,8,21,sa,21,8,True,1.0,0.022719300002790987,0.5,0.09,0.94,0.6747720364741641,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4,7,7,20,sa,20,7,True,1.0,0.020485799992457032,0.9,0.15,1.0,0.636,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4,8,8,21,sa,21,8,True,1.0,0.023297799983993173,0.7,0.09,0.98,0.5748299319727891,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,2,5,5,9,qaoa_warmstart,9,5,True,1.0,439.5170448999852,1.0,N/A,1.0,1.0,10,N/A,430.0238222994958,9.491128700552508,0.17510534972112451,2510,True,0.25,N/A,N/A,N/A,N/A
202,2,6,5,11,qaoa_warmstart,11,6,True,1.0,377.10990239999956,0.9,N/A,1.0,0.9636363636363636,10,N/A,367.9535155003541,9.154236499569379,0.15024192912345918,2510,True,0.25,N/A,N/A,N/A,N/A
203,2,5,5,8,qaoa_warmstart,8,5,True,1.0,408.60394579998683,0.7,N/A,1.0,0.8125,10,N/A,399.38670840044506,9.215093599632382,0.16278937007970756,2510,True,0.25,N/A,N/A,N/A,N/A
204,2,4,5,6,qaoa_warmstart,6,4,True,1.0,479.00600230001146,0.9,N/A,1.0,0.9,10,N/A,469.8497519996017,9.154101200518198,0.1908380185259252,2510,True,0.25,N/A,N/A,N/A,N/A
301,3,5,6,9,qaoa_warmstart,9,5,True,1.0,897.5660927999998,0.5,N/A,1.0,0.9444444444444444,10,N/A,887.87611260009,9.68765799968969,0.3575948309561004,2510,True,0.25,N/A,N/A,N/A,N/A
302,3,5,6,9,qaoa_warmstart,9,5,True,1.0,841.9889589000377,0.8,N/A,1.0,0.9777777777777779,10,N/A,832.2911992999725,9.695436600013636,0.3354525555776751,2510,True,0.25,N/A,N/A,N/A,N/A
303,3,5,6,11,qaoa_warmstart,11,5,True,1.0,951.6052548000007,0.8,N/A,1.0,0.9,10,N/A,941.899427700555,9.703530999249779,0.37912439195213343,2510,True,0.25,N/A,N/A,N/A,N/A
304,3,4,6,7,qaoa_warmstart,7,4,True,1.0,820.6374763000058,0.6,N/A,1.0,0.9428571428571427,10,N/A,810.8454176984378,9.78975920152152,0.32694607741033394,2510,True,0.25,N/A,N/A,N/A,N/A
401,4,9,8,21,qaoa_warmstart,21,9,True,1.0,4477.700349799998,0.7,N/A,1.0,0.9714285714285715,10,N/A,4464.528865098604,13.16884820110863,1.783943006374402,2510,True,0.25,N/A,N/A,N/A,N/A
402,4,8,8,21,qaoa_warmstart,19,7,True,0.9047619047619048,4580.558539799997,0.0,N/A,1.0,0.8714285714285713,10,N/A,4567.008131799928,13.547710399958305,1.8249223305577313,2510,True,0.25,N/A,N/A,N/A,N/A
403,4,7,7,20,qaoa_warmstart,20,7,True,1.0,1922.7787823999533,0.8,N/A,1.0,0.9650000000000001,10,N/A,1911.2062162988004,11.570075401163194,0.7660460242629376,2510,True,0.25,N/A,N/A,N/A,N/A
404,4,8,8,21,qaoa_warmstart,21,8,True,1.0,4374.333471500024,0.7,N/A,1.0,0.8904761904761903,10,N/A,4361.126482100284,13.204338399751578,1.7427609854980057,2510,True,0.25,N/A,N/A,N/A,N/A
201,2,5,5,9,qaoa,9,5,True,1.0,497.4988990999991,1.0,N/A,1.0,1.0,10,N/A,488.42311539844377,9.073658401612192,0.1982056740239129,2510,N/A,N/A,N/A,N/A,N/A,N/A
202,2,6,5,11,qaoa,11,6,True,1.0,427.3249366999953,0.9,N/A,1.0,0.9636363636363636,10,N/A,418.17543009942165,9.14729160052957,0.17024783494022389,2510,N/A,N/A,N/A,N/A,N/A,N/A
203,2,5,5,8,qaoa,8,5,True,1.0,464.8056426999974,0.9,N/A,1.0,0.9375,10,N/A,455.59928429994034,9.204129600140732,0.185180325856603,2510,N/A,N/A,N/A,N/A,N/A,N/A
204,2,4,5,6,qaoa,6,4,True,1.0,536.9309716999996,0.9,N/A,1.0,0.9,10,N/A,527.8725464997697,9.056182100146543,0.21391556442228696,2510,N/A,N/A,N/A,N/A,N/A,N/A
301,3,5,6,9,qaoa,9,5,True,1.0,1040.5657187000033,0.6,N/A,1.0,0.9222222222222222,10,N/A,1030.758068800671,9.805070299305953,0.41456670474102886,2510,N/A,N/A,N/A,N/A,N/A,N/A
302,3,5,6,9,qaoa,9,5,True,1.0,969.7669301999849,0.9,N/A,1.0,0.9888888888888889,10,N/A,959.8421904998831,9.922376000147779,0.3863601086454362,2510,N/A,N/A,N/A,N/A,N/A,N/A
303,3,5,6,11,qaoa,11,5,True,1.0,1039.760184600018,1.0,N/A,1.0,1.0,10,N/A,1029.8655663984246,9.892210401536431,0.41424582725097664,2510,N/A,N/A,N/A,N/A,N/A,N/A
304,3,4,6,7,qaoa,7,4,True,1.0,929.8896149999928,0.8,N/A,1.0,0.9714285714285715,10,N/A,919.8533159997314,10.033896300126798,0.3704727233465681,2510,N/A,N/A,N/A,N/A,N/A,N/A
401,4,9,8,21,qaoa,21,9,True,1.0,5918.934993200004,0.7,N/A,1.0,0.9571428571428571,10,N/A,5904.627208399936,14.304967100091744,2.358140021394447,2510,N/A,N/A,N/A,N/A,N/A,N/A
402,4,8,8,21,qaoa,21,8,True,1.0,5938.095050600008,0.4,N/A,1.0,0.8380952380952381,10,N/A,5923.611356300826,14.480762699386105,2.3657734274502893,2510,N/A,N/A,N/A,N/A,N/A,N/A
403,4,7,7,20,qaoa,20,7,True,1.0,2252.7944288,0.8,N/A,1.0,0.9650000000000001,10,N/A,2241.101742902072,11.690057798055932,0.8975263175697425,2510,N/A,N/A,N/A,N/A,N/A,N/A
404,4,8,8,21,qaoa,21,8,True,1.0,5893.6172750999685,0.7,N/A,1.0,0.9714285714285715,10,N/A,5879.17882339831,14.435669901780784,2.348053257569784,2510,N/A,N/A,N/A,N/A,N/A,N/A
201,2,5,5,9,sa,9,5,True,1.0,0.01738520001526922,1.0,0.32,1.0,0.5422222222222223,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,2,6,5,11,sa,11,6,True,1.0,0.016118100029416382,1.0,0.53,1.0,0.7009090909090909,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,2,5,5,8,sa,8,5,True,1.0,0.01628270000219345,1.0,0.34,1.0,0.47125,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,2,4,5,6,sa,6,4,True,1.0,0.015588799957185984,1.0,0.53,0.99,0.5353535353535354,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301,3,5,6,9,sa,9,5,True,1.0,0.01840569998603314,0.9,0.22,1.0,0.5688888888888889,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
302,3,5,6,9,sa,9,5,True,1.0,0.019374700030311942,1.0,0.25,1.0,0.6611111111111111,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,3,5,6,11,sa,11,5,True,1.0,0.019128100015223026,1.0,0.27,1.0,0.6181818181818182,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,3,4,6,7,sa,7,4,True,1.0,0.018759200000204146,0.9,0.29,0.99,0.733044733044733,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4,9,8,21,sa,21,9,True,1.0,0.023626099922694266,0.5,0.06,1.0,0.5714285714285714,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4,8,8,21,sa,21,8,True,1.0,0.023083799984306097,0.5,0.05,0.97,0.6308296514482081,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4,7,7,20,sa,20,7,True,1.0,0.020365500007756054,0.7,0.13,1.0,0.6605,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4,8,8,21,sa,21,8,True,1.0,0.021979000070132315,0.4,0.11,0.96,0.6066468253968254,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,2,5,5,9,qaoa_warmstart,9,5,True,1.0,439.8361930999672,1.0,N/A,1.0,1.0,10,N/A,430.2567607987439,9.577294801245444,0.17523246637449982,2510,True,0.25,N/A,N/A,N/A,N/A
202,2,6,5,11,qaoa_warmstart,11,6,True,1.0,393.5243884000229,1.0,N/A,1.0,1.0,10,N/A,384.0840949998237,9.438084600144066,0.15678153167329395,2510,True,0.25,N/A,N/A,N/A,N/A
203,2,5,5,8,qaoa_warmstart,8,5,True,1.0,420.5717423000606,0.9,N/A,1.0,0.9375,10,N/A,411.2530555985868,9.31639400147833,0.16755728131476455,2510,True,0.25,N/A,N/A,N/A,N/A
204,2,4,5,6,qaoa_warmstart,6,4,True,1.0,462.6584125999361,1.0,N/A,1.0,1.0,10,N/A,453.3314568004571,9.324724499485455,0.18432491784859673,2510,True,0.25,N/A,N/A,N/A,N/A
301,3,5,6,9,qaoa_warmstart,9,5,True,1.0,905.9723625999177,0.4,N/A,1.0,0.9333333333333333,10,N/A,896.1027995008044,9.867232199409045,0.360943928247121,2510,True,0.25,N/A,N/A,N/A,N/A
302,3,5,6,9,qaoa_warmstart,9,5,True,1.0,841.9229312000098,0.8,N/A,1.0,0.9777777777777779,10,N/A,832.1616873018211,9.75879259814974,0.33542622581673454,2510,True,0.25,N/A,N/A,N/A,N/A
303,3,5,6,11,qaoa_warmstart,11,5,True,1.0,923.2676663000602,1.0,N/A,1.0,1.0,10,N/A,913.6091512016719,9.656191998161376,0.3678345065735989,2510,True,0.25,N/A,N/A,N/A,N/A
304,3,4,6,7,qaoa_warmstart,7,4,True,1.0,824.8536336000543,1.0,N/A,1.0,1.0,10,N/A,815.1080713984556,9.743189101689495,0.3286257031872735,2510,True,0.25,N/A,N/A,N/A,N/A
401,4,9,8,21,qaoa_warmstart,21,9,True,1.0,4436.3552841999335,0.6,N/A,1.0,0.938095238095238,10,N/A,4422.609569300199,13.743043199763633,1.7674709466135268,2510,True,0.25,N/A,N/A,N/A,N/A
402,4,8,8,21,qaoa_warmstart,21,8,True,1.0,4558.658322499949,0.4,N/A,1.0,0.9238095238095237,10,N/A,4545.4605445005,13.195153899490833,1.8161972721912472,2510,True,0.25,N/A,N/A,N/A,N/A
403,4,7,7,20,qaoa_warmstart,20,7,True,1.0,1950.1366008999757,0.6,N/A,1.0,0.9399999999999998,10,N/A,1938.607253001188,11.526790498639457,0.7769456791632579,2510,True,0.25,N/A,N/A,N/A,N/A
404,4,8,8,21,qaoa_warmstart,21,8,True,1.0,4400.325281600002,0.6,N/A,1.0,0.9523809523809523,10,N/A,4386.849471100024,13.473066200036556,1.7531162530677282,2510,True,0.25,N/A,N/A,N/A,N/A
201,2,5,5,9,qaoa,9,5,True,1.0,480.6254192000488,0.9,N/A,1.0,0.9555555555555555,10,N/A,471.3593546990305,9.26394540129695,0.19148316976105964,2510,N/A,N/A,N/A,N/A,N/A,N/A
202,2,6,5,11,qaoa,11,6,True,1.0,443.3793327000458,0.8,N/A,1.0,0.9272727272727274,10,N/A,434.3219406994758,9.055018600542098,0.17664390828685864,2510,N/A,N/A,N/A,N/A,N/A,N/A
203,2,5,5,8,qaoa,8,5,True,1.0,473.0582247999264,1.0,N/A,1.0,1.0,10,N/A,464.16408659750596,8.891964202513918,0.18846827470122343,2510,N/A,N/A,N/A,N/A,N/A,N/A
