id,num_items,capacidad,num_variables_qubo,optimo,valor_total,peso,factible,coincide,ratio_optimo,brecha_optimo,exceso_peso,prob_optimo,ratio_optimo_medio,tiempo_total,t_solver,t_cuantico,t_clasico,pct_tiempo_solver_sobre_total,pct_tiempo_cuantico_sobre_solver,pct_tiempo_clasico_sobre_solver,tiempo_medio_iter,tiempo_por_eval,total_evals,num_factibles_qaoa,prob_optimo_muestras,prob_optimo_starts,tasa_factibilidad,ratio_medio_factibles,valor_medio_start,std_valor_start,tiempo_medio_start,total_muestras,starts,reads_por_start,muestras_esperadas,metodo,warmstart,epsilon_warmstart
201,2,5,5,9,9,5,True,True,1.0,0,0,1.0,1.0,442.61800440005027,442.6157518000691,433.17922070156783,9.436531098501291,0.9999949107357614,0.9786800829836625,0.02131991701633746,0.14134965388001874,0.17634070649403574,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
202,2,6,5,11,11,6,True,True,1.0,0,0,0.9,0.9636363636363636,395.5601973999874,395.55789399996866,386.3200869007269,9.237807099241763,0.99999417686604,0.9766461313517801,0.02335386864821991,0.12672430863999762,0.15759251932270335,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
203,2,5,5,8,8,5,True,True,1.0,0,0,0.9,0.9375,411.819721100037,411.8175331001403,402.4094293995877,9.408103700552601,0.999994686995827,0.9771546790887486,0.022845320911251403,0.13108121199999004,0.16407052653392246,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
204,2,4,5,6,6,4,True,True,1.0,0,0,1.0,1.0,464.6696585000027,464.6674169000471,455.36758069955977,9.299836200487334,0.9999951759278563,0.9799860376212094,0.020013962378790565,0.14726044827995355,0.185126201474118,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
301,3,5,6,9,9,5,True,True,1.0,0,0,0.5,0.9444444444444446,933.5417904999922,933.53943970002,923.8153044012724,9.72413529874757,0.9999974818481656,0.9895835838474352,0.010416416152564787,0.29955845664003866,0.371927752868533,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
302,3,5,6,9,9,5,True,True,1.0,0,0,0.8,0.9666666666666666,863.8157502999529,863.8132743000169,854.0241629001102,9.789111399906687,0.9999971336480782,0.988667560813025,0.011332439186974989,0.2752274656399852,0.34414842513946914,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
303,3,5,6,11,11,5,True,True,1.0,0,0,0.9,0.990909090909091,945.3511139000184,945.3487252999912,935.636770601559,9.711954698432237,0.9999974733197095,0.9897265903697597,0.01027340963024021,0.30127764500002374,0.3766327249402212,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
304,3,4,6,7,7,4,True,True,1.0,0,0,0.9,0.9857142857142858,807.4038564999937,807.4014692999772,797.5874262008583,9.814043099118862,0.9999970433631233,0.9878449030968104,0.01215509690318957,0.2565800337200286,0.3216735400796814,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
401,4,9,8,21,21,9,True,True,1.0,0,0,0.6,0.9523809523809523,4654.052303900011,4654.049676799914,4640.4769292014535,13.57274759846041,0.9999994355241572,0.9970836693759159,0.002916330624084124,1.4916491299599874,1.854202713784822,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
402,4,8,8,21,21,8,True,True,1.0,0,0,0.2,0.9190476190476191,4622.236305100028,4622.233368200017,4608.268268599699,13.965099600318354,0.9999993646149142,0.9969787116988953,0.0030212883011046716,1.4770432559599633,1.8415268188047704,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
403,4,7,7,20,20,7,True,True,1.0,0,0,0.8,0.95,2002.78692709998,2002.7841391999973,1991.0363359001349,11.747803299862426,0.9999986079897243,0.9941342638630267,0.005865736136973319,0.6387917475200026,0.7979216173705154,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
404,4,8,8,21,21,8,True,True,1.0,0,0,0.6,0.9285714285714285,4520.71051200002,4520.707798600022,4506.823103801289,13.884694798733108,0.9999993997846156,0.9969286458189063,0.0030713541810937074,1.4484047458399554,1.8010784844621603,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa_warmstart,True,0.25
201,2,5,5,9,9,5,True,True,1.0,0,0,1.0,1.0,491.6065075999941,491.6043954999768,482.35883609979646,9.245559400180355,0.9999957036776678,0.9811930904507529,0.018806909549247085,0.15692901847998145,0.19585809952190306,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
202,2,6,5,11,11,6,True,True,1.0,0,0,1.0,1.0,430.25194569997257,430.24975230003474,421.18926619988633,9.06048610014841,0.9999949020569,0.9789413333727381,0.02105866662726183,0.13645515092001295,0.17141396262951053,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
203,2,5,5,8,8,5,True,True,1.0,0,0,0.9,0.9375,463.8197082999977,463.81753910006955,454.7934107997571,9.02412830031244,0.9999953231829322,0.9805437967744349,0.019456203225565103,0.14773287207996472,0.1847875337052183,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
204,2,4,5,6,6,4,True,True,1.0,0,0,0.9,0.9,530.8680429999949,530.8658403999289,521.920497700863,8.945342699065804,0.9999958509462095,0.9831495228769536,0.016850477123046402,0.1695371889999602,0.21150008087648,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
301,3,5,6,9,9,5,True,True,1.0,0,0,0.7,0.9666666666666666,1002.2282114999834,1002.2258730001049,992.4108184015495,9.815054598555434,0.9999976666992091,0.990206743945679,0.009793256054321008,0.31929908772003834,0.3992929080876882,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
302,3,5,6,9,9,5,True,True,1.0,0,0,0.9,0.9888888888888889,951.8401599000208,951.8378312000423,941.8739724993357,9.963858700706623,0.9999975534758075,0.9895319786899576,0.010468021310042442,0.30259117888002657,0.3792179467729098,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
303,3,5,6,11,11,5,True,True,1.0,0,0,0.8,0.9818181818181818,1067.2345575000509,1067.232109100034,1057.3379718002398,9.894137299794238,0.9999977058463861,0.9907291607744657,0.009270839225534245,0.34172757147999944,0.4251917978486165,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
304,3,4,6,7,7,4,True,True,1.0,0,0,0.8,0.9714285714285715,942.8696159000392,942.8672915000352,933.0096579995006,9.857633500534575,0.9999975347598811,0.9895450467002076,0.010454953299792357,0.30235193963998463,0.37564416219124597,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
401,4,9,8,21,21,9,True,True,1.0,0,0,0.9,0.980952380952381,5939.926768900012,5939.923988400202,5925.571120799927,14.352867600275204,0.9999995318966179,0.9975836614023506,0.0024163385976494387,1.9020005591200433,2.3665032786056512,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
402,4,8,8,21,21,8,True,True,1.0,0,0,0.5,0.938095238095238,5874.789062099997,5874.786258299951,5860.493045200943,14.293213099008426,0.9999995227403033,0.9975670241485272,0.0024329758514728675,1.8741537052399713,2.340552009681246,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
403,4,7,7,20,20,7,True,True,1.0,0,0,0.8,0.9649999999999999,2275.4158604000113,2275.413257400098,2263.7564358992386,11.656821500859223,0.9999988560333262,0.9948770530087452,0.005122946991254848,0.7277369777600514,0.9065388333068166,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
404,4,8,8,21,21,8,True,True,1.0,0,0,0.5,0.9476190476190478,5707.773463799967,5707.770705099916,5693.446337699774,14.324367400142364,0.9999995166766745,0.9974903744140696,0.0025096255859303326,1.8206862088799476,2.2740119056573485,2510,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,qaoa,N/A,N/A
201,2,5,5,9,9,5,True,True,1.0,0,0,N/A,N/A,0.01740160002373159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.41,1.0,1.0,0.6044444444444445,9,0.0,0.0014585099997930229,100,10,10,100,sa,N/A,N/A
202,2,6,5,11,11,6,True,True,1.0,0,0,N/A,N/A,0.016005299985408783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.47,1.0,1.0,0.73,11,0.0,0.0013541099906433374,100,10,10,100,sa,N/A,N/A
203,2,5,5,8,8,5,True,True,1.0,0,0,N/A,N/A,0.016205399995669723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.29,1.0,1.0,0.43625,8,0.0,0.0013903699931688608,100,10,10,100,sa,N/A,N/A
204,2,4,5,6,6,4,True,True,1.0,0,0,N/A,N/A,0.015733699954580516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.56,1.0,0.96,0.5833333333333334,6,0.0,0.0013483799993991852,100,10,10,100,sa,N/A,N/A
301,3,5,6,9,9,5,True,True,1.0,0,0,N/A,N/A,0.018224600004032254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.2,0.9,1.0,0.5966666666666667,8.9,0.3,0.0015627099957782776,100,10,10,100,sa,N/A,N/A
302,3,5,6,9,9,5,True,True,1.0,0,0,N/A,N/A,0.018713600002229214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.26,1.0,1.0,0.7022222222222222,9,0.0,0.0016106400056742133,100,10,10,100,sa,N/A,N/A
303,3,5,6,11,11,5,True,True,1.0,0,0,N/A,N/A,0.019652799994219095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.35,1.0,1.0,0.6654545454545454,11,0.0,0.001699420000659302,100,10,10,100,sa,N/A,N/A
304,3,4,6,7,7,4,True,True,1.0,0,0,N/A,N/A,0.018817199976183474,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.23,0.9,0.99,0.7359307359307359,6.9,0.3,0.0016073600156232715,100,10,10,100,sa,N/A,N/A
401,4,9,8,21,21,9,True,True,1.0,0,0,N/A,N/A,0.022479800041764975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.07,0.6,0.99,0.5892255892255892,20.3,1.1874342087037917,0.0019277199986390769,100,10,10,100,sa,N/A,N/A
402,4,8,8,21,21,8,True,True,1.0,0,0,N/A,N/A,0.022719300002790987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09,0.5,0.94,0.6747720364741641,19.9,1.1357816691600546,0.001955709996400401,100,10,10,100,sa,N/A,N/A
