id,tamano_matriz,num_variables_qubo,optimo,penalizacion,metodo,coste_total,violacion,factible,ratio_optimo,tiempo_total,prob_optimo_starts,prob_optimo_muestras,tasa_factibilidad,ratio_medio_factibles,starts,total_muestras,t_cuantico,t_clasico,tiempo_por_eval,total_evals,warmstart,epsilon_warmstart,sqa_beta,sqa_gamma,sqa_trotter,sqa_num_sweeps
302,3x3,9,11,28,sqa,11,0,True,1.0,0.6996863998938352,0.6,0.6,1.0,0.9296474358974359,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
303,3x3,9,6,28,sqa,6,0,True,1.0,0.6752335000783205,0.9,0.9,1.0,0.9428571428571428,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
304,3x3,9,7,28,sqa,7,0,True,1.0,0.7133343999739736,0.9,0.9,1.0,0.97,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
201,2x2,4,5,17,sqa,5,0,True,1.0,0.6430812999606133,1.0,1.0,1.0,1.0,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
202,2x2,4,5,15,sqa,5,0,True,1.0,0.7237750999629498,1.0,1.0,1.0,1.0,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
203,2x2,4,6,19,sqa,6,0,True,1.0,0.7614202001132071,1.0,1.0,1.0,1.0,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
204,2x2,4,4,17,sqa,4,0,True,1.0,0.7248319000937045,1.0,1.0,1.0,1.0,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
301,3x3,9,10,25,sqa,10,0,True,1.0,0.7786396001465619,0.8,0.8,1.0,0.9818181818181818,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
302,3x3,9,11,28,sqa,11,0,True,1.0,0.7993369998876005,0.6,0.6,1.0,0.9296474358974359,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
303,3x3,9,6,28,sqa,6,0,True,1.0,0.7868204000405967,0.9,0.9,1.0,0.9428571428571428,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
304,3x3,9,7,28,sqa,7,0,True,1.0,0.7982945998664945,0.9,0.9,1.0,0.97,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sqa,13,0,True,1.0,0.44238519994542,0.4,0.4,1.0,0.9407563025210084,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
402,4x4,16,17,37,sqa,17,0,True,1.0,0.4157070000655949,0.3,0.3,1.0,0.8881190476190476,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
403,4x4,16,14,37,sqa,14,0,True,1.0,0.42191439983434975,0.5,0.5,1.0,0.8309046529366896,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
404,4x4,16,15,37,sqa,15,0,True,1.0,0.430919999955222,0.1,0.1,1.0,0.7152111173850304,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sqa,13,0,True,1.0,0.4551758000161499,0.4,0.4,1.0,0.9407563025210084,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
402,4x4,16,17,37,sqa,17,0,True,1.0,0.42571740015409887,0.3,0.3,1.0,0.8881190476190476,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
403,4x4,16,14,37,sqa,14,0,True,1.0,0.4252361000981182,0.5,0.5,1.0,0.8309046529366896,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
404,4x4,16,15,37,sqa,15,0,True,1.0,0.4323150999844074,0.1,0.1,1.0,0.7152111173850304,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sqa,13,0,True,1.0,0.4452870001550764,0.4,0.4,1.0,0.9407563025210084,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
402,4x4,16,17,37,sqa,17,0,True,1.0,0.427842800039798,0.3,0.3,1.0,0.8881190476190476,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
403,4x4,16,14,37,sqa,14,0,True,1.0,0.4228292000479996,0.5,0.5,1.0,0.8309046529366896,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
404,4x4,16,15,37,sqa,15,0,True,1.0,0.4357503999490291,0.1,0.1,1.0,0.7152111173850304,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sqa,13,0,True,1.0,0.44647060008719563,0.4,0.4,1.0,0.9407563025210084,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
402,4x4,16,17,37,sqa,17,0,True,1.0,0.42153110005892813,0.3,0.3,1.0,0.8881190476190476,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
403,4x4,16,14,37,sqa,14,0,True,1.0,0.4126832999754697,0.5,0.5,1.0,0.8309046529366896,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
404,4x4,16,15,37,sqa,15,0,True,1.0,0.41456850012764335,0.1,0.1,1.0,0.7152111173850304,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sqa,13,0,True,1.0,0.45671109994873405,0.4,0.4,1.0,0.9407563025210084,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
402,4x4,16,17,37,sqa,17,0,True,1.0,0.4340764000080526,0.3,0.3,1.0,0.8881190476190476,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
403,4x4,16,14,37,sqa,14,0,True,1.0,0.43077780003659427,0.5,0.5,1.0,0.8309046529366896,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
404,4x4,16,15,37,sqa,15,0,True,1.0,0.42188569996505976,0.1,0.1,1.0,0.7152111173850304,10,100,N/A,N/A,N/A,N/A,N/A,N/A,10,1.0,10,1000
401,4x4,16,13,37,sa,13,0,True,1.0,0.04202149994671345,0.8,0.12,1.0,0.6776132686343631,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4x4,16,17,37,sa,17,0,True,1.0,0.041133300168439746,0.6,0.14,1.0,0.7968652625152626,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4x4,16,14,37,sa,14,0,True,1.0,0.04087930009700358,0.6,0.12,1.0,0.6781942361155945,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4x4,16,15,37,sa,15,0,True,1.0,0.040396600030362606,0.5,0.08,1.0,0.7053724286050886,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4x4,16,13,37,sa,13,0,True,1.0,0.04345829994417727,0.7,0.08,1.0,0.6488295842079945,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4x4,16,17,37,sa,17,0,True,1.0,0.04307730006985366,0.8,0.15,1.0,0.8106368131868132,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4x4,16,14,37,sa,14,0,True,1.0,0.04414270003326237,0.9,0.16,1.0,0.69909443778908,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4x4,16,15,37,sa,15,0,True,1.0,0.04221370001323521,0.8,0.12,1.0,0.7082199690241985,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4x4,16,13,37,sa,13,0,True,1.0,0.042441400000825524,0.8,0.09,1.0,0.6118655148815952,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4x4,16,17,37,sa,17,0,True,1.0,0.04160779993981123,0.7,0.15,1.0,0.7976553724053724,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4x4,16,14,37,sa,14,0,True,1.0,0.041593399830162525,1.0,0.22,1.0,0.7119037824654924,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4x4,16,15,37,sa,15,0,True,1.0,0.04262669989839196,0.4,0.07,1.0,0.6972655072138817,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4x4,16,13,37,sa,13,0,True,1.0,0.04404770000837743,0.5,0.05,1.0,0.6355628915349204,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4x4,16,17,37,sa,17,0,True,1.0,0.052630900172516704,0.8,0.14,1.0,0.8001843101343101,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4x4,16,14,37,sa,14,0,True,1.0,0.062015000032261014,0.9,0.19,1.0,0.708358034944516,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4x4,16,15,37,sa,15,0,True,1.0,0.04655800014734268,0.8,0.12,1.0,0.7151591188496222,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,4x4,16,13,37,sa,13,0,True,1.0,0.04153280006721616,0.7,0.08,1.0,0.612196080863339,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,4x4,16,17,37,sa,17,0,True,1.0,0.04136260016821325,0.8,0.1,1.0,0.8053360195360195,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,4x4,16,14,37,sa,14,0,True,1.0,0.04142659995704889,0.9,0.13,1.0,0.6732234173915169,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,4x4,16,15,37,sa,15,0,True,1.0,0.04063920001499355,0.8,0.12,1.0,0.7043694467920184,10,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
